230J01Q,CROKER RIVER        ,NU  , station not joined, Monthly mean of homogenized daily mean temperature                     , Deg Celcius,          Updated to 2022
230J01Q,CROKER RIVER        ,NU  , station non jointe, Moyenne mensuelle des temperatures quotidiennes moyennes homogeneisees , Deg Celsius, Mise a jour jusqu a 2022
 Year,     Jan, ,     Feb, ,     Mar, ,     Apr, ,     May, ,     Jun, ,     Jul, ,     Aug, ,     Sep, ,     Oct, ,     Nov, ,     Dec, ,  Annual, ,  Winter, ,  Spring, ,  Summer, ,  Autumn
Annee,    Janv, ,     Fev, ,    Mars, ,     Avr, ,     Mai, ,    Juin, ,    Juil, ,    Aout, ,    Sept, ,     Oct, ,     Nov, ,     Dec, ,  Annuel, ,   Hiver, ,Printemp, ,     Ete, , Automne
 2010,   -23.8, ,   -22.0, ,   -19.6, , -9999.9,M,    -5.8,E,     6.4,E,    10.2,E,     9.0,E,     1.9, ,    -4.8, ,   -14.2,E,   -23.1, , -9999.9,M,   -22.3,E, -9999.9,M,     8.5,E,    -5.7,E
 2011,   -25.7, ,   -22.2, ,   -19.9, ,   -17.9,E,    -4.5, ,     2.6, ,    10.7, ,     9.7, ,     3.5, ,    -6.2, ,   -18.0,E,   -23.9, ,    -9.3,E,   -23.7, ,   -14.1,E,     7.7, ,    -6.9,E
 2012,   -25.6,E, -9999.9,M,   -27.2, ,   -15.2, ,    -4.0,E,     6.6, ,    11.4,E,     9.9, ,     5.7, ,    -4.3, ,   -14.9,E,   -23.8, , -9999.9,M, -9999.9,M,   -15.5,E,     9.3,E,    -4.5,E
 2013,   -27.9, ,   -30.5,E,   -24.6,E,   -16.7, ,    -6.3, ,     7.1,E,     7.2,E,    10.4,E,     2.5, ,    -2.4,E,   -15.9,E,   -23.0,E,   -10.0,E,   -27.4,E,   -15.9,E,     8.2,E,    -5.3,E
 2014,   -26.4,E,   -25.5, ,   -21.7, ,   -17.0, ,    -3.4, ,     4.8,E,     9.1,E,     7.0,E,     0.1,E,    -6.2,E,   -15.0, ,   -22.1,E,    -9.7,E,   -25.0,E,   -14.0, ,     7.0,E,    -7.0,E
 2015,   -24.1,E,   -24.2,E,   -23.0, ,   -17.6, ,    -1.6, ,     5.4,E,     9.6,E,     8.9, ,     2.6,E,    -7.9, ,   -13.6, ,   -23.4, ,    -9.1,E,   -23.5,E,   -14.1, ,     8.0,E,    -6.3,E
 2016,   -20.6,E,   -26.7, ,   -22.9, ,   -18.3, ,    -2.4, ,     6.5,E,    11.1, ,     9.2,E,     2.6, ,    -6.6,E,   -11.9, ,   -21.6,E,    -8.5,E,   -23.6,E,   -14.5, ,     8.9,E,    -5.3,E
 2017,   -21.2,E,   -24.1, ,   -22.6, ,   -18.0, ,    -3.7,E,     4.0,E,     9.0,E,    11.0,E,     4.0, ,    -6.3,E,   -15.4,E,   -20.8, ,    -8.7,E,   -22.3,E,   -14.8,E,     8.0,E,    -5.9,E
 2018,   -20.1, ,   -21.6,E,   -22.6,E,   -17.5, ,    -7.6,E,     2.1,E, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,   -20.8,E,   -15.9,E, -9999.9,M, -9999.9,M
 2019, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M
 2020, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M
 2021, -9999.9,M,   -28.5, ,   -24.2, ,   -15.2, ,    -5.0, ,     6.0, ,     9.9, ,     8.1, ,     3.6, ,    -3.0, ,   -14.5, ,   -24.5, , -9999.9,M, -9999.9,M,   -14.8, ,     8.0, ,    -4.6, 
 2022,   -25.5, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M
