2204300,YOHIN               ,NWT , station not joined, Monthly mean of homogenized daily mean temperature                     , Deg Celcius,          Updated to 2022
2204300,YOHIN               ,NWT , station non jointe, Moyenne mensuelle des temperatures quotidiennes moyennes homogeneisees , Deg Celsius, Mise a jour jusqu a 2022
 Year,     Jan, ,     Feb, ,     Mar, ,     Apr, ,     May, ,     Jun, ,     Jul, ,     Aug, ,     Sep, ,     Oct, ,     Nov, ,     Dec, ,  Annual, ,  Winter, ,  Spring, ,  Summer, ,  Autumn
Annee,    Janv, ,     Fev, ,    Mars, ,     Avr, ,     Mai, ,    Juin, ,    Juil, ,    Aout, ,    Sept, ,     Oct, ,     Nov, ,     Dec, ,  Annuel, ,   Hiver, ,Printemp, ,     Ete, , Automne
 1957, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,    12.1,a,    13.9,a,    16.0,a,     9.2,a,     0.0,a,   -15.6,a, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,    14.0,a,    -2.1,a
 1958, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,     8.2,a,    13.0,a,    15.7,a,    15.2,a,     9.7,a,     0.8,a,   -13.4,a, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,    14.6,a,    -1.0,a
 1959,   -24.4,a,   -16.4,a,   -13.4,a,     0.8,a,     4.7,a,    10.7,a,    14.6,a,    10.9,a,     6.6,a,    -3.1,a,   -14.4,a,   -18.4,a,    -3.5,a, -9999.9,M,    -2.6,a,    12.1,a,    -3.6,a
 1960, -9999.9,M,   -19.2,a,   -13.5,a,     0.5,a,    10.2,a,    15.9,a,    16.1,a,    14.8,a,     7.9,a,    -1.5,a,   -17.4,a,   -19.0,a, -9999.9,M, -9999.9,M,    -0.9,a,    15.6,a,    -3.7,a
 1961, -9999.9,M,   -19.6,a, -9999.9,M,    -0.3,a,     8.2,a,    16.8,a,    17.5,a,    15.0,a,     5.8,a,    -4.6,a,   -15.0,a, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,    16.4,a,    -4.6,a
 1962, -9999.9,M, -9999.9,M,   -11.2,a,     1.3,a,     3.6,a,    16.4,a,    16.7,a,    16.5,a,     9.1,a,     2.8,a,   -14.9,a,   -18.9,a, -9999.9,M, -9999.9,M,    -2.1,a,    16.5,a,    -1.0,a
 1963,   -26.0,a,   -17.8,a,   -14.2,a,     4.1,a,    11.0,a,    14.4,a,    17.3,a,    15.9,a,     7.7,a,    -0.1,a,   -14.5,a,   -16.9,a,    -1.6,a,   -20.9,a,     0.3,a,    15.9,a,    -2.3,a
 1964, -9999.9,M, -9999.9,M,   -14.9,a,    -3.0,a,     9.8,a,    12.7,a,    15.0,a,    13.7,a,     6.8,a,     1.0,a,   -11.5,a, -9999.9,M, -9999.9,M, -9999.9,M,    -2.7,a,    13.8,a,    -1.2,a
 1965,   -25.1,a, -9999.9,M,    -8.7,a,     2.8,a,     8.2,a,    11.6,a,    16.1,a,    13.8,a,     5.5,a,    -1.5,a,   -15.9,a,   -21.5,a, -9999.9,M, -9999.9,M,     0.8,a,    13.8,a,    -4.0,a
 1966, -9999.9,M,   -17.5,a,    -9.7,a,    -2.6,a,    12.2,a,    15.9,a,    18.6,a,    14.7,a,    10.1,a,    -2.4,a,   -15.0,a,   -20.4,a, -9999.9,M, -9999.9,M,     0.0,a,    16.4,a,    -2.4,a
