year,winter,spring,summer,autumn,station_id,station_name
2001,9.6,11.6,9.9,9.1,1141455,CASTLEGAR A                               
2002,9.6,11.0,9.4,7.4,1141455,CASTLEGAR A                               
2003,6.6,9.4,10.2,8.6,1141455,CASTLEGAR A                               
2004,7.3,9.7,8.2,7.1,1141455,CASTLEGAR A                               
2005,8.7,8.8,9.1,7.6,1141455,CASTLEGAR A                               
2006,8.5,9.3,8.3,7.2,1141455,CASTLEGAR A                               
2007,6.7,8.5,10.4,8.1,1141455,CASTLEGAR A                               
2008,7.5,8.9,8.8,6.4,1141455,CASTLEGAR A                               
2009,8.7,8.3,8.2,6.5,1141455,CASTLEGAR A                               
2010,5.5,8.3,7.8,6.8,1141455,CASTLEGAR A                               
2011,7.7,7.3,5.9,5.3,1141455,CASTLEGAR A                               
2012,6.5,7.7,7.6,4.6,1141455,CASTLEGAR A                               
2013,6.0,9.2,9.6,8.4,1141455,CASTLEGAR A                               
2014,9.7,9.2,9.5,8.6,1141455,CASTLEGAR A                               
1970,5.8,10.9,10.7,6.4,1152102,CRANBROOK A                               
1971,7.3,11.1,11.1,9.6,1152102,CRANBROOK A                               
1972,9.1,12.4,11.4,7.8,1152102,CRANBROOK A                               
1973,5.8,10.0,11.8,8.1,1152102,CRANBROOK A                               
1974,6.8,9.8,9.6,6.9,1152102,CRANBROOK A                               
1975,6.2,8.9,9.1,8.2,1152102,CRANBROOK A                               
1976,6.8,11.5,9.9,6.4,1152102,CRANBROOK A                               
1977,5.6,12.6,10.5,8.4,1152102,CRANBROOK A                               
1978,3.6,10.2,9.9,8.8,1152102,CRANBROOK A                               
1979,5.7,10.9,10.2,4.9,1152102,CRANBROOK A                               
1980,5.8,10.4,9.6,8.1,1152102,CRANBROOK A                               
1981,7.2,11.5,10.7,9.4,1152102,CRANBROOK A                               
1982,7.3,12.0,10.2,7.1,1152102,CRANBROOK A                               
1983,6.0,9.0,10.7,8.1,1152102,CRANBROOK A                               
1984,5.7,10.6,10.6,7.5,1152102,CRANBROOK A                               
1985,5.9,11.0,9.8,7.0,1152102,CRANBROOK A                               
1986,3.4,10.1,9.5,5.2,1152102,CRANBROOK A                               
1987,5.2,11.0,10.2,6.8,1152102,CRANBROOK A                               
1988,6.4,12.6,11.7,8.4,1152102,CRANBROOK A                               
1989,6.3,10.8,10.7,8.1,1152102,CRANBROOK A                               
1990,7.1,9.3,10.9,11.1,1152102,CRANBROOK A                               
1991,6.2,11.8,10.6,7.6,1152102,CRANBROOK A                               
1992,5.2,10.2,9.9,7.7,1152102,CRANBROOK A                               
1993,4.0,10.9,9.1,7.0,1152102,CRANBROOK A                               
1994,7.4,10.8,10.5,8.1,1152102,CRANBROOK A                               
1995,5.4,9.1,9.5,7.7,1152102,CRANBROOK A                               
1996,5.7,9.7,11.1,7.5,1152102,CRANBROOK A                               
1997,5.2,11.1,10.5,7.5,1152102,CRANBROOK A                               
1998,5.8,8.9,9.3,8.9,1152102,CRANBROOK A                               
1999,9.3,12.2,11.1,8.8,1152102,CRANBROOK A                               
2000,5.5,11.0,10.8,6.8,1152102,CRANBROOK A                               
2001,4.2,11.9,11.7,8.9,1152102,CRANBROOK A                               
2002,6.7,11.1,10.7,7.8,1152102,CRANBROOK A                               
2003,5.7,10.1,12.2,9.0,1152102,CRANBROOK A                               
2004,5.3,10.7,9.1,7.0,1152102,CRANBROOK A                               
2005,6.3,10.0,9.5,7.8,1152102,CRANBROOK A                               
2006,7.2,10.0,10.8,8.0,1152102,CRANBROOK A                               
2007,5.5,11.3,10.7,8.4,1152102,CRANBROOK A                               
2008,5.9,10.4,11.1,7.5,1152102,CRANBROOK A                               
2009,6.0,10.5,9.3,8.8,1152102,CRANBROOK A                               
2010,3.7,10.1,9.7,6.9,1152102,CRANBROOK A                               
2011,5.9,9.9,9.7,8.6,1152102,CRANBROOK A                               
2012,7.8,11.7,9.1,8.1,1152102,CRANBROOK A                               
2013,6.7,10.2,9.4,7.6,1152102,CRANBROOK A                               
2014,7.1,10.8,10.3,8.8,1152102,CRANBROOK A                               
1970,3.6,6.4,7.7,5.3,1160899,BLUE RIVER A                              
1971,5.8,6.4,7.2,4.9,1160899,BLUE RIVER A                              
1972,6.2,7.2,7.3,5.2,1160899,BLUE RIVER A                              
1973,5.1,6.3,6.9,6.2,1160899,BLUE RIVER A                              
1974,4.2,5.9,6.9,4.7,1160899,BLUE RIVER A                              
1975,5.0,6.5,6.1,5.6,1160899,BLUE RIVER A                              
1976,4.8,6.2,6.2,4.3,1160899,BLUE RIVER A                              
1977,3.0,7.0,6.7,5.7,1160899,BLUE RIVER A                              
1978,3.6,5.9,5.4,4.5,1160899,BLUE RIVER A                              
1979,4.1,6.2,7.5,4.5,1160899,BLUE RIVER A                              
1980,5.3,7.5,6.5,3.7,1160899,BLUE RIVER A                              
1981,4.8,5.3,5.6,3.2,1160899,BLUE RIVER A                              
1982,4.8,6.1,4.0,3.1,1160899,BLUE RIVER A                              
1983,2.8,5.4,4.2,3.3,1160899,BLUE RIVER A                              
1984,3.1,4.5,4.8,4.3,1160899,BLUE RIVER A                              
1985,4.4,4.2,5.7,6.2,1160899,BLUE RIVER A                              
1986,4.1,5.0,4.9,4.7,1160899,BLUE RIVER A                              
1987,3.2,5.6,6.2,3.6,1160899,BLUE RIVER A                              
1988,3.9,4.9,5.4,3.6,1160899,BLUE RIVER A                              
1989,5.8,5.2,5.4,3.6,1160899,BLUE RIVER A                              
1990,5.0,5.8,5.7,4.9,1160899,BLUE RIVER A                              
1991,4.6,5.7,5.2,4.6,1160899,BLUE RIVER A                              
1992,3.1,4.9,6.0,3.2,1160899,BLUE RIVER A                              
1993,6.5,4.7,5.6,4.5,1160899,BLUE RIVER A                              
1994,4.6,5.6,5.7,4.1,1160899,BLUE RIVER A                              
1995,4.1,6.0,5.4,3.8,1160899,BLUE RIVER A                              
1996,4.7,6.9,5.3,4.9,1160899,BLUE RIVER A                              
1997,3.7,5.5,4.4,3.6,1160899,BLUE RIVER A                              
1998,3.1,4.0,4.6,3.2,1160899,BLUE RIVER A                              
1999,3.8,4.0,4.5,2.6,1160899,BLUE RIVER A                              
2000,2.8,4.4,4.2,3.7,1160899,BLUE RIVER A                              
2001,3.1,3.5,3.3,2.8,1160899,BLUE RIVER A                              
2002,3.2,5.4,3.7,1.5,1160899,BLUE RIVER A                              
2003,1.5,5.0,3.9,2.5,1160899,BLUE RIVER A                              
2004,1.4,4.9,4.7,3.0,1160899,BLUE RIVER A                              
2005,3.8,5.6,4.6,2.3,1160899,BLUE RIVER A                              
2006,1.8,3.7,4.0,3.1,1160899,BLUE RIVER A                              
2007,2.0,4.8,5.4,3.3,1160899,BLUE RIVER A                              
2008,2.4,5.8,4.7,2.4,1160899,BLUE RIVER A                              
2009,3.1,6.4,5.3,3.8,1160899,BLUE RIVER A                              
2010,2.2,5.9,5.0,3.6,1160899,BLUE RIVER A                              
2011,3.2,4.8,4.6,3.1,1160899,BLUE RIVER A                              
2012,1.7,3.3,3.0,3.7,1160899,BLUE RIVER A                              
2013,1.1,4.1,4.1,2.2,1160899,BLUE RIVER A                              
2014,3.0,5.4,5.2,3.1,1160899,BLUE RIVER A                              
1953,11.2,12.1,11.0,13.0,1163780,KAMLOOPS A                                
1954,11.4,12.7,9.9,11.8,1163780,KAMLOOPS A                                
1955,11.6,13.3,11.2,13.7,1163780,KAMLOOPS A                                
1956,10.8,11.8,11.2,10.5,1163780,KAMLOOPS A                                
1957,11.4,11.3,10.1,11.2,1163780,KAMLOOPS A                                
1958,14.0,11.7,11.2,12.8,1163780,KAMLOOPS A                                
1959,12.7,14.8,12.1,12.7,1163780,KAMLOOPS A                                
1960,12.4,13.8,11.8,11.2,1163780,KAMLOOPS A                                
1961,12.5,13.8,11.0,14.0,1163780,KAMLOOPS A                                
1962,11.2,13.3,11.2,12.1,1163780,KAMLOOPS A                                
1963,11.7,14.8,12.2,13.5,1163780,KAMLOOPS A                                
1964,13.7,17.5,12.4,11.3,1163780,KAMLOOPS A                                
1965,10.6,12.9,11.1,12.5,1163780,KAMLOOPS A                                
1966,12.9,14.4,10.6,12.6,1163780,KAMLOOPS A                                
1967,13.3,12.3,10.7,13.0,1163780,KAMLOOPS A                                
1968,14.0,14.1,11.7,15.1,1163780,KAMLOOPS A                                
1969,13.0,11.2,10.3,11.0,1163780,KAMLOOPS A                                
1970,10.2,13.0,10.7,11.5,1163780,KAMLOOPS A                                
1971,13.3,14.5,11.6,14.1,1163780,KAMLOOPS A                                
1972,13.4,14.5,11.1,11.5,1163780,KAMLOOPS A                                
1973,13.5,13.3,11.0,12.0,1163780,KAMLOOPS A                                
1974,12.1,13.1,9.6,10.4,1163780,KAMLOOPS A                                
1975,12.3,12.9,12.1,14.3,1163780,KAMLOOPS A                                
1976,13.8,15.2,11.5,10.0,1163780,KAMLOOPS A                                
1977,11.0,12.0,12.2,10.6,1163780,KAMLOOPS A                                
1978,12.5,13.9,11.9,14.1,1163780,KAMLOOPS A                                
1979,11.9,12.2,11.1,10.2,1163780,KAMLOOPS A                                
1980,14.0,15.0,11.2,12.6,1163780,KAMLOOPS A                                
1981,15.2,14.4,11.8,12.9,1163780,KAMLOOPS A                                
1982,13.5,14.2,10.9,11.4,1163780,KAMLOOPS A                                
1983,12.6,10.1,12.0,11.3,1163780,KAMLOOPS A                                
1984,10.4,12.1,11.6,13.7,1163780,KAMLOOPS A                                
1985,11.9,12.1,11.7,13.1,1163780,KAMLOOPS A                                
1986,11.2,13.2,9.7,11.0,1163780,KAMLOOPS A                                
1987,13.9,13.0,11.8,11.4,1163780,KAMLOOPS A                                
1988,12.1,14.0,12.1,11.8,1163780,KAMLOOPS A                                
1989,12.6,12.4,11.4,10.8,1163780,KAMLOOPS A                                
1990,12.2,11.8,10.6,11.9,1163780,KAMLOOPS A                                
1991,11.8,11.8,11.1,11.5,1163780,KAMLOOPS A                                
1992,12.8,11.3,10.7,11.6,1163780,KAMLOOPS A                                
1993,10.0,12.2,10.5,9.4,1163780,KAMLOOPS A                                
1994,12.0,12.4,9.8,12.2,1163780,KAMLOOPS A                                
1995,13.8,11.8,10.3,9.9,1163780,KAMLOOPS A                                
1996,13.1,13.4,10.6,11.3,1163780,KAMLOOPS A                                
1997,10.5,13.8,10.7,12.3,1163780,KAMLOOPS A                                
1998,16.1,12.4,11.1,11.4,1163780,KAMLOOPS A                                
1999,14.0,14.0,10.9,12.1,1163780,KAMLOOPS A                                
2000,9.9,12.6,10.8,11.8,1163780,KAMLOOPS A                                
2001,10.9,12.8,11.1,12.2,1163780,KAMLOOPS A                                
2002,12.2,12.7,10.4,8.7,1163780,KAMLOOPS A                                
2003,10.3,13.0,10.4,11.4,1163780,KAMLOOPS A                                
2004,12.1,11.5,9.0,10.2,1163780,KAMLOOPS A                                
2005,11.7,12.0,11.2,11.8,1163780,KAMLOOPS A                                
2006,12.4,11.8,10.3,12.0,1163780,KAMLOOPS A                                
2007,13.4,13.8,11.0,12.0,1163780,KAMLOOPS A                                
2008,11.5,12.5,11.1,11.6,1163780,KAMLOOPS A                                
2009,10.7,13.9,10.1,14.2,1163780,KAMLOOPS A                                
2010,13.0,13.6,9.8,12.0,1163780,KAMLOOPS A                                
2011,13.0,12.0,10.2,12.6,1163780,KAMLOOPS A                                
2012,13.0,12.8,10.3,11.4,1163780,KAMLOOPS A                                
2013,9.9,12.3,11.6,10.9,1163780,KAMLOOPS A                                
2014,10.6,12.1,10.1,12.2,1163780,KAMLOOPS A                                
1965,8.8,13.8,11.5,12.8,1182285,DAWSON CREEK A                            
1966,7.6,17.1,15.4,14.7,1182285,DAWSON CREEK A                            
1969,3.9,9.7,13.4,9.9,1182285,DAWSON CREEK A                            
1970,8.9,15.0,14.5,10.5,1182285,DAWSON CREEK A                            
1971,8.7,13.0,10.9,11.9,1182285,DAWSON CREEK A                            
1972,10.4,12.9,12.9,12.1,1182285,DAWSON CREEK A                            
1973,10.9,13.1,14.6,11.0,1182285,DAWSON CREEK A                            
1974,8.8,10.8,11.8,11.4,1182285,DAWSON CREEK A                            
1975,14.1,12.6,15.5,12.4,1182285,DAWSON CREEK A                            
1976,12.9,12.7,10.0,10.1,1182285,DAWSON CREEK A                            
1977,8.8,11.7,7.9,10.2,1182285,DAWSON CREEK A                            
1978,4.4,10.2,11.2,13.1,1182285,DAWSON CREEK A                            
1979,9.8,13.0,11.0,9.3,1182285,DAWSON CREEK A                            
1980,10.6,12.6,12.9,12.7,1182285,DAWSON CREEK A                            
1981,8.9,11.6,14.0,11.1,1182285,DAWSON CREEK A                            
1982,6.6,12.0,10.8,10.3,1182285,DAWSON CREEK A                            
1983,6.2,10.5,12.0,9.5,1182285,DAWSON CREEK A                            
1984,9.1,11.4,11.1,6.5,1182285,DAWSON CREEK A                            
1985,9.3,14.4,12.1,11.1,1182285,DAWSON CREEK A                            
1986,8.2,12.2,12.7,10.1,1182285,DAWSON CREEK A                            
1987,7.2,11.5,10.7,11.2,1182285,DAWSON CREEK A                            
1988,8.7,11.3,11.6,9.1,1182285,DAWSON CREEK A                            
1989,9.4,9.7,9.7,10.7,1182285,DAWSON CREEK A                            
1990,10.6,10.6,10.9,11.8,1182285,DAWSON CREEK A                            
1991,10.3,10.6,12.5,12.1,1182285,DAWSON CREEK A                            
1992,9.7,14.0,12.8,11.9,1182285,DAWSON CREEK A                            
1993,8.7,10.8,11.0,12.2,1182285,DAWSON CREEK A                            
1994,8.5,14.4,10.1,12.8,1182285,DAWSON CREEK A                            
1995,6.2,10.4,11.6,10.9,1182285,DAWSON CREEK A                            
1996,7.7,12.2,13.0,10.1,1182285,DAWSON CREEK A                            
1997,7.4,12.6,11.0,9.1,1182285,DAWSON CREEK A                            
1998,7.4,12.0,10.2,9.7,1182285,DAWSON CREEK A                            
1999,9.0,12.9,13.5,12.3,1182285,DAWSON CREEK A                            
2000,8.5,14.4,12.9,11.3,1182285,DAWSON CREEK A                            
2001,9.1,15.0,11.5,12.4,1182285,DAWSON CREEK A                            
2002,8.2,11.2,14.4,10.9,1182285,DAWSON CREEK A                            
2003,6.6,10.9,11.8,9.8,1182285,DAWSON CREEK A                            
2004,7.5,13.1,9.4,12.1,1182285,DAWSON CREEK A                            
2005,9.6,12.3,10.7,10.9,1182285,DAWSON CREEK A                            
2006,8.4,11.4,12.1,11.0,1182285,DAWSON CREEK A                            
2007,12.9,12.4,10.5,12.3,1182285,DAWSON CREEK A                            
2008,8.5,13.2,12.4,12.0,1182285,DAWSON CREEK A                            
2010,6.3,11.7,12.7,12.3,1182285,DAWSON CREEK A                            
2011,11.9,10.5,12.7,13.4,1182285,DAWSON CREEK A                            
2012,12.8,12.9,12.1,12.2,1182285,DAWSON CREEK A                            
2013,11.2,12.7,10.2,10.8,1182285,DAWSON CREEK A                            
2014,11.1,12.7,11.1,9.9,1182285,DAWSON CREEK A                            
1953,16.1,16.0,13.2,15.3,1183000,FORT ST JOHN A                            
1954,16.7,15.5,14.0,17.0,1183000,FORT ST JOHN A                            
1955,17.4,16.2,16.2,16.8,1183000,FORT ST JOHN A                            
1956,15.1,16.5,14.7,18.1,1183000,FORT ST JOHN A                            
1957,16.9,14.4,13.4,16.7,1183000,FORT ST JOHN A                            
1958,14.0,15.2,14.0,17.8,1183000,FORT ST JOHN A                            
1959,14.4,17.2,14.9,17.0,1183000,FORT ST JOHN A                            
1960,14.7,15.9,13.9,15.7,1183000,FORT ST JOHN A                            
1961,14.8,13.1,12.5,16.3,1183000,FORT ST JOHN A                            
1962,15.3,14.6,15.1,17.8,1183000,FORT ST JOHN A                            
1963,17.5,14.0,12.7,14.8,1183000,FORT ST JOHN A                            
1964,17.3,16.2,13.3,15.8,1183000,FORT ST JOHN A                            
1965,15.5,14.8,13.7,15.2,1183000,FORT ST JOHN A                            
1966,14.5,18.9,17.0,17.4,1183000,FORT ST JOHN A                            
1967,14.8,14.3,14.9,17.0,1183000,FORT ST JOHN A                            
1968,13.8,16.9,13.5,15.5,1183000,FORT ST JOHN A                            
1969,11.5,14.6,15.2,14.6,1183000,FORT ST JOHN A                            
1970,13.0,15.5,15.7,14.6,1183000,FORT ST JOHN A                            
1971,15.7,17.4,13.5,16.1,1183000,FORT ST JOHN A                            
1972,18.1,17.5,14.4,13.9,1183000,FORT ST JOHN A                            
1973,13.8,12.9,13.7,15.1,1183000,FORT ST JOHN A                            
1974,15.0,15.0,14.2,16.4,1183000,FORT ST JOHN A                            
1975,19.1,16.2,15.3,16.0,1183000,FORT ST JOHN A                            
1976,18.6,16.7,13.9,16.0,1183000,FORT ST JOHN A                            
1977,15.5,17.6,13.0,16.6,1183000,FORT ST JOHN A                            
1978,15.4,14.3,14.3,16.8,1183000,FORT ST JOHN A                            
1979,13.6,12.2,10.5,12.8,1183000,FORT ST JOHN A                            
1980,16.7,16.1,15.0,17.8,1183000,FORT ST JOHN A                            
1981,17.0,15.1,14.5,15.1,1183000,FORT ST JOHN A                            
1982,11.2,15.1,13.4,15.9,1183000,FORT ST JOHN A                            
1983,13.3,16.2,14.8,14.3,1183000,FORT ST JOHN A                            
1984,16.8,15.1,15.5,12.9,1183000,FORT ST JOHN A                            
1985,17.3,18.2,15.1,16.5,1183000,FORT ST JOHN A                            
1986,15.5,16.9,15.5,15.2,1183000,FORT ST JOHN A                            
1987,16.3,16.8,14.4,17.3,1183000,FORT ST JOHN A                            
1988,16.1,15.8,16.4,15.8,1183000,FORT ST JOHN A                            
1989,16.6,15.1,12.7,16.1,1183000,FORT ST JOHN A                            
1990,17.3,14.6,13.8,14.9,1183000,FORT ST JOHN A                            
1991,16.2,14.0,14.5,16.2,1183000,FORT ST JOHN A                            
1992,17.3,17.3,15.0,16.2,1183000,FORT ST JOHN A                            
1993,15.5,14.3,12.4,16.4,1183000,FORT ST JOHN A                            
1994,14.6,16.3,12.7,16.7,1183000,FORT ST JOHN A                            
1995,12.3,14.4,13.7,14.9,1183000,FORT ST JOHN A                            
1996,15.3,15.7,15.9,14.6,1183000,FORT ST JOHN A                            
1997,13.1,16.4,14.6,14.3,1183000,FORT ST JOHN A                            
1998,14.0,15.2,12.3,13.8,1183000,FORT ST JOHN A                            
1999,13.4,15.9,14.8,15.8,1183000,FORT ST JOHN A                            
2000,13.7,15.7,13.6,14.7,1183000,FORT ST JOHN A                            
2001,14.5,17.1,13.4,16.7,1183000,FORT ST JOHN A                            
2002,14.6,15.1,14.8,14.9,1183000,FORT ST JOHN A                            
2003,13.3,15.8,15.3,16.0,1183000,FORT ST JOHN A                            
2004,15.3,16.6,8.2,15.9,1183000,FORT ST JOHN A                            
2005,17.3,16.2,13.8,16.4,1183000,FORT ST JOHN A                            
2006,15.1,15.9,14.8,15.5,1183000,FORT ST JOHN A                            
2007,16.9,15.6,10.7,15.8,1183000,FORT ST JOHN A                            
2008,13.6,16.3,14.8,14.8,1183000,FORT ST JOHN A                            
2009,13.8,14.8,12.5,15.0,1183000,FORT ST JOHN A                            
2010,10.1,13.4,12.6,15.0,1183000,FORT ST JOHN A                            
2011,15.8,12.6,14.3,16.2,1183000,FORT ST JOHN A                            
2012,17.0,15.1,12.0,15.6,1183000,FORT ST JOHN A                            
2013,16.4,16.5,12.9,15.3,1183000,FORT ST JOHN A                            
2014,16.7,15.4,13.3,13.8,1183000,FORT ST JOHN A                            
1953,7.4,8.6,7.5,8.4,1192340,DEASE LAKE                                
1954,8.5,8.7,7.5,7.2,1192340,DEASE LAKE                                
1955,8.2,9.4,9.4,9.2,1192340,DEASE LAKE                                
1956,9.3,10.8,9.5,8.5,1192340,DEASE LAKE                                
1957,8.3,9.8,9.1,8.0,1192340,DEASE LAKE                                
1958,10.3,9.8,8.8,8.9,1192340,DEASE LAKE                                
1959,9.3,10.5,9.5,7.8,1192340,DEASE LAKE                                
1960,7.8,10.3,8.9,7.6,1192340,DEASE LAKE                                
1961,9.1,9.6,8.3,7.2,1192340,DEASE LAKE                                
1962,6.8,9.4,8.3,7.4,1192340,DEASE LAKE                                
1964,8.7,10.2,8.1,8.3,1192340,DEASE LAKE                                
1965,9.3,9.5,8.7,7.6,1192340,DEASE LAKE                                
1966,9.1,10.5,8.1,8.9,1192340,DEASE LAKE                                
1967,10.1,9.7,7.2,7.9,1192340,DEASE LAKE                                
1968,7.4,6.9,5.9,7.6,1192340,DEASE LAKE                                
1969,9.4,9.4,8.5,7.7,1192340,DEASE LAKE                                
1970,8.6,9.6,8.7,7.6,1192340,DEASE LAKE                                
1971,8.0,10.0,7.5,6.8,1192340,DEASE LAKE                                
1972,9.2,8.7,8.5,8.2,1192340,DEASE LAKE                                
1973,9.5,9.7,9.7,7.8,1192340,DEASE LAKE                                
1974,9.2,9.5,8.2,7.7,1192340,DEASE LAKE                                
1975,8.0,9.0,8.7,8.1,1192340,DEASE LAKE                                
1976,8.8,9.6,8.3,7.7,1192340,DEASE LAKE                                
1977,6.8,9.7,8.0,7.7,1192340,DEASE LAKE                                
1978,8.3,10.9,10.0,7.5,1192340,DEASE LAKE                                
1979,8.4,9.3,7.4,7.1,1192340,DEASE LAKE                                
1980,7.9,10.4,8.9,8.5,1192340,DEASE LAKE                                
1981,8.2,9.0,7.9,7.6,1192340,DEASE LAKE                                
1982,8.7,8.9,7.9,6.4,1192340,DEASE LAKE                                
1983,8.6,10.4,8.0,6.6,1192340,DEASE LAKE                                
1984,8.3,9.0,8.9,7.3,1192340,DEASE LAKE                                
1985,8.5,10.7,9.5,7.8,1192340,DEASE LAKE                                
1986,8.4,10.0,8.7,7.4,1192340,DEASE LAKE                                
1987,7.5,9.8,8.7,8.1,1192340,DEASE LAKE                                
1988,8.6,9.3,8.5,7.6,1192340,DEASE LAKE                                
1989,6.9,8.4,7.8,5.9,1192340,DEASE LAKE                                
1990,6.3,7.5,7.5,7.0,1192340,DEASE LAKE                                
1991,6.8,8.3,8.1,7.3,1192340,DEASE LAKE                                
1992,8.6,8.5,7.3,7.4,1192340,DEASE LAKE                                
1993,8.8,8.8,7.8,8.1,1192340,DEASE LAKE                                
2001,7.2,10.1,8.9,7.4,1192340,DEASE LAKE                                
2002,7.3,10.4,9.0,6.8,1192340,DEASE LAKE                                
2003,7.6,9.8,8.7,6.4,1192340,DEASE LAKE                                
2004,7.3,9.8,8.3,6.8,1192340,DEASE LAKE                                
2005,7.0,9.4,8.1,7.0,1192340,DEASE LAKE                                
2006,6.1,7.9,7.5,6.8,1192340,DEASE LAKE                                
2007,7.1,9.0,7.9,6.2,1192340,DEASE LAKE                                
2008,7.0,9.5,8.1,6.9,1192340,DEASE LAKE                                
2009,7.1,8.9,8.1,6.4,1192340,DEASE LAKE                                
2010,7.7,8.9,8.6,7.3,1192340,DEASE LAKE                                
2011,7.4,9.9,8.1,7.0,1192340,DEASE LAKE                                
2012,7.0,9.1,8.1,7.5,1192340,DEASE LAKE                                
2013,6.4,9.6,7.7,6.5,1192340,DEASE LAKE                                
2014,7.7,8.9,7.8,6.5,1192340,DEASE LAKE                                
1953,4.7,8.7,7.9,5.3,1192940,FORT NELSON A                             
1954,4.5,6.3,6.7,4.6,1192940,FORT NELSON A                             
1955,6.7,9.9,9.6,7.2,1192940,FORT NELSON A                             
1956,7.1,12.1,10.7,7.6,1192940,FORT NELSON A                             
1957,7.0,7.2,6.8,5.6,1192940,FORT NELSON A                             
1958,3.3,8.3,6.2,6.6,1192940,FORT NELSON A                             
1959,5.3,10.9,8.7,6.8,1192940,FORT NELSON A                             
1960,4.7,9.0,9.6,7.9,1192940,FORT NELSON A                             
1961,5.9,9.8,9.9,8.0,1192940,FORT NELSON A                             
1962,5.5,8.7,11.0,8.4,1192940,FORT NELSON A                             
1963,6.4,9.7,10.0,8.1,1192940,FORT NELSON A                             
1964,7.6,10.0,9.2,7.2,1192940,FORT NELSON A                             
1965,6.9,10.2,10.1,7.2,1192940,FORT NELSON A                             
1966,5.7,10.7,9.5,7.7,1192940,FORT NELSON A                             
1967,5.7,9.1,9.3,8.1,1192940,FORT NELSON A                             
1968,5.3,8.7,8.2,6.5,1192940,FORT NELSON A                             
1969,3.5,8.6,7.7,6.6,1192940,FORT NELSON A                             
1970,5.7,9.5,9.3,7.1,1192940,FORT NELSON A                             
1971,5.5,9.4,8.2,6.9,1192940,FORT NELSON A                             
1972,6.3,8.9,8.9,7.6,1192940,FORT NELSON A                             
1973,6.2,9.0,9.7,6.2,1192940,FORT NELSON A                             
1974,5.1,8.6,9.5,6.1,1192940,FORT NELSON A                             
1975,5.4,9.4,9.1,6.9,1192940,FORT NELSON A                             
1976,5.3,8.2,6.7,6.3,1192940,FORT NELSON A                             
1977,5.4,8.3,7.2,6.6,1192940,FORT NELSON A                             
1978,5.5,9.7,8.4,7.8,1192940,FORT NELSON A                             
1979,5.7,8.8,7.7,6.3,1192940,FORT NELSON A                             
1980,6.2,9.7,10.6,7.3,1192940,FORT NELSON A                             
1981,5.2,8.0,8.9,7.2,1192940,FORT NELSON A                             
1982,5.1,8.7,7.6,6.1,1192940,FORT NELSON A                             
1983,5.0,7.6,7.3,7.0,1192940,FORT NELSON A                             
1984,6.7,8.4,8.3,4.9,1192940,FORT NELSON A                             
1985,6.5,9.7,9.6,7.8,1192940,FORT NELSON A                             
1986,5.5,9.3,9.7,6.2,1192940,FORT NELSON A                             
1987,6.0,9.1,8.9,6.7,1192940,FORT NELSON A                             
1988,5.2,8.9,8.6,6.2,1192940,FORT NELSON A                             
1989,6.4,8.9,7.7,6.5,1192940,FORT NELSON A                             
1990,6.6,9.0,8.3,7.9,1192940,FORT NELSON A                             
1991,6.4,8.9,9.1,7.8,1192940,FORT NELSON A                             
1992,5.2,9.5,8.6,7.3,1192940,FORT NELSON A                             
1993,6.5,8.8,8.6,7.4,1192940,FORT NELSON A                             
1994,4.2,8.8,7.8,6.2,1192940,FORT NELSON A                             
1995,3.4,8.0,8.8,5.7,1192940,FORT NELSON A                             
1996,4.6,9.5,9.7,6.1,1192940,FORT NELSON A                             
1997,4.6,8.6,7.7,4.9,1192940,FORT NELSON A                             
1998,3.2,7.3,7.6,5.3,1192940,FORT NELSON A                             
1999,2.8,7.5,7.8,5.4,1192940,FORT NELSON A                             
2000,4.6,8.2,7.7,5.8,1192940,FORT NELSON A                             
2001,3.8,8.0,6.5,4.8,1192940,FORT NELSON A                             
2002,3.7,8.2,6.2,3.8,1192940,FORT NELSON A                             
2003,2.1,6.2,8.3,5.9,1192940,FORT NELSON A                             
2004,3.6,8.2,6.5,6.9,1192940,FORT NELSON A                             
2005,5.3,8.1,7.8,5.4,1192940,FORT NELSON A                             
2006,3.6,7.3,7.3,6.6,1192940,FORT NELSON A                             
2007,6.9,9.7,7.6,5.3,1192940,FORT NELSON A                             
2008,4.4,8.5,6.6,5.5,1192940,FORT NELSON A                             
2009,4.4,8.5,7.0,6.3,1192940,FORT NELSON A                             
2010,4.3,8.4,8.6,6.0,1192940,FORT NELSON A                             
2011,5.3,7.0,5.2,4.7,1192940,FORT NELSON A                             
2012,5.4,7.9,5.1,7.9,1192940,FORT NELSON A                             
2013,5.3,9.2,8.0,7.8,1192940,FORT NELSON A                             
2014,6.8,8.6,8.0,6.6,1192940,FORT NELSON A                             
